song_id,filename,filepath,genre_id,genre,length,mean_stft,var_stft,tempo,rms_mean,rms_var,centroid_mean,centroid_var,bandwidth_mean,bandwidth_var,rolloff_mean,rolloff_var,crossing_mean,crossing_var,harmonic_mean,harmonic_var,contrast_mean,contrast_var,key,key_name,scale,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var,mfcc20_mean,mfcc20_var
0,화사 (Hwa Sa)-02-마리아 (Maria)-María-192.mp3,/workspace/data/댄스/화사 (Hwa Sa)-02-마리아 (Maria)-María-192.mp3,0,Dance,198.98884353741497,0.3704335,0.091870576,129.19921875,0.20374251678962116,0.0058028897527302855,2093.4000026616463,567046.9861669438,2152.0738960674316,295716.88196211326,4374.708914294961,2325346.1945988904,0.08410966443626021,0.0027786491563330943,-0.00021184051,0.07881692,21.19675442574089,47.77732552913752,9,A,minor,-45.926277,10002.019,97.71288,1186.854,-17.675762,563.16205,25.694958,671.10547,-10.719181,263.6802,11.249014,279.55862,0.20130478,236.72635,-0.265758,358.82764,-5.0183096,163.50539,12.692033,229.69612,-13.020501,151.14674,7.813152,142.39066,-3.978393,99.31926,6.417214,108.69,-4.737688,84.6733,5.5403004,91.87773,-7.3454323,82.9526,5.5995827,81.35387,-6.553307,70.27395,4.465244,85.759674
1,휘파람_BLACKPINK.mp3,/workspace/data/댄스/휘파람_BLACKPINK.mp3,0,Dance,211.723537414966,0.37836394,0.10091065,103.359375,0.1812866738872785,0.006679315498545905,2517.2107064252923,1191270.9620061575,2429.261026560178,277398.9629924212,5263.19042079895,4038222.6624402106,0.1043219664128468,0.007956010539458025,1.0381103e-05,0.06826817,21.26888021816841,59.43498983097763,1,C#,minor,-78.9703,10166.334,70.60153,1865.0374,-7.189683,927.857,23.905413,610.0732,-1.1417283,466.2771,19.567194,439.22113,-7.1200604,293.20892,16.375767,283.80026,-5.2368603,199.8141,16.864376,210.79315,-10.289911,184.28214,13.210409,155.40399,-3.1446528,135.48509,8.779571,114.619606,-4.9936547,97.37546,5.470957,92.99953,-5.5882773,88.601135,7.789039,89.12636,-1.958455,109.3365,5.2757397,110.58261
3,불장난_BLACKPINK.mp3,/workspace/data/댄스/불장난_BLACKPINK.mp3,0,Dance,197.3039455782313,0.36649862,0.09406403,95.703125,0.15701297423457194,0.00478236961140129,2674.7652730787186,774570.5474062362,2534.7826266683137,352007.6548982308,5773.812438864292,3303048.134098948,0.112816641599494,0.0035968477184902597,0.00074200745,0.041345917,21.327603997469197,50.08952699205174,7,G,Major,-55.98099,8294.035,73.211174,1477.1268,-4.15273,758.59015,28.09068,437.884,-4.298733,272.16,15.760282,248.7027,-3.3151345,141.23895,15.0153675,179.8873,-6.85827,131.7186,17.075438,181.3327,-10.5924425,113.30664,10.383768,121.10163,-8.334014,103.20882,7.1066117,94.66876,-5.779556,101.30606,11.479845,123.95483,0.95521045,114.70507,9.984463,119.16341,-0.18687922,108.9655,8.0004425,134.43785
5,멍청이 (twit)_화사 (Hwa Sa).mp3,/workspace/data/댄스/멍청이 (twit)_화사 (Hwa Sa).mp3,0,Dance,190.9300680272109,0.37824148,0.090964794,135.99917763157896,0.17753085921691317,0.007329882354270421,2214.5567104406473,639377.6552631388,2265.8696825970655,221337.6940762059,4651.58431322111,2395959.5806241366,0.09606546139638818,0.0035677652012163054,-2.761534e-06,0.06243779,20.872278066729862,44.540203040129306,10,A#,minor,-56.96393,8173.8867,92.96169,1100.8345,-7.811554,483.0347,34.157352,317.13004,-11.001098,207.08435,11.848445,244.30602,-1.6670226,216.72424,4.116306,242.84044,-0.88099414,196.27563,12.495654,270.54822,-14.521335,145.27672,2.1977584,179.6006,-5.684546,119.41048,4.452036,136.41138,-8.600966,131.87836,7.652421,128.16534,-8.810407,90.74317,6.425534,91.06932,-2.4560077,96.189224,5.6205993,92.6518
6,오마이걸-01-살짝 설렜어 (Nonstop)-NONSTOP-192.mp3,/workspace/data/댄스/오마이걸-01-살짝 설렜어 (Nonstop)-NONSTOP-192.mp3,0,Dance,202.75047619047618,0.36611348,0.08797345,123.046875,0.16229144895523215,0.004991790027387794,2897.4361244689717,771971.3957341351,2593.3519845875867,148550.66462362095,5984.84210487467,2253215.590265604,0.14384401035702016,0.006928525117171158,2.562856e-07,0.037198223,20.746499594388535,48.3607571664861,9,A,minor,-21.401966,7139.577,72.00857,1015.0355,-10.920623,489.08658,21.460142,313.68457,-11.576004,175.89786,15.434419,214.86392,-8.996882,115.37676,11.389344,129.91669,-3.798622,98.920265,13.6326885,106.48072,-11.580811,99.62178,13.411512,95.56503,-7.444652,100.778625,12.069553,92.35874,-6.7542195,91.01615,7.9895616,90.85079,-6.902258,96.703476,5.4238744,92.78936,-5.3621426,76.4649,5.4082465,81.58055
7,TWICE - 01 - CHEER UP-201604.mp3,/workspace/data/댄스/TWICE - 01 - CHEER UP-201604.mp3,0,Dance,208.8761904761905,0.31804666,0.09154428,172.265625,0.19226096653903255,0.005972679361000314,2616.3151636211724,550775.4203864216,2395.0063513954346,181664.9376343057,5323.24071386328,2009713.370633331,0.12721040080313473,0.0035362753694773976,-2.4614494e-05,0.06696822,21.265000598402384,50.514758788761405,8,G#,Major,-20.110897,8656.403,74.2835,937.9122,-19.35892,448.34723,25.528238,284.45648,-9.168774,161.71281,13.703114,261.14624,-6.753237,148.40193,11.725856,176.84993,-4.320666,131.29097,14.661804,111.720085,-11.954991,101.18873,9.57923,89.251495,-8.869639,105.97339,12.131905,137.67868,-6.6081147,122.43878,8.865478,142.3947,-4.3281493,149.10222,5.132995,136.97488,-3.2252183,103.24119,4.8321776,113.79754
8,피노키오 (Danger)_f(x).mp3,/workspace/data/댄스/피노키오 (Danger)_f(x).mp3,0,Dance,189.75455782312926,0.4263655,0.08817559,117.45383522727273,0.10778737447043146,0.002142692639315123,2478.908777596842,618642.1227442115,2366.5980919548997,115994.99535348712,5102.095275005162,1990414.0903782144,0.12601945812431176,0.0055289280431655,-7.246801e-06,0.012957108,19.43862808316057,57.2116340811176,7,G,Major,-64.71247,5577.272,85.76798,856.139,-20.103003,506.49176,31.560236,257.3231,-3.7482371,155.73042,18.319138,164.27159,-7.665738,92.22478,18.390245,120.461426,-8.76623,90.30803,17.096058,86.695625,-12.535212,71.225204,11.764306,57.64703,-6.4380755,59.978706,8.0037365,51.177826,-6.9074383,52.958805,8.075819,57.766476,-2.842981,73.26658,8.289056,81.20352,1.2761337,100.665146,8.592632,72.513756
9,TT_TWICE (트와이스).mp3,/workspace/data/댄스/TT_TWICE (트와이스).mp3,0,Dance,213.05578231292517,0.38431084,0.09605357,129.19921875,0.17184958799448616,0.0050309584148712835,2498.2438622099285,467187.98501112405,2392.3965478994287,145559.18288822583,5198.567206358639,1856138.8108694425,0.10689810076898976,0.003424827246949169,-3.0091176e-05,0.061119676,21.535067418227392,51.117629037174815,9,A,minor,-43.748085,5699.5293,76.6199,823.86365,-19.114126,479.9321,24.19467,333.97055,-9.84233,148.00908,19.886496,195.06474,-2.3941274,116.39233,12.278943,206.82947,-3.2813406,120.82242,11.691724,151.5333,-13.243317,97.5714,9.273655,117.5908,-8.08212,102.04465,10.878608,130.70953,-2.2484198,117.215126,15.171537,149.5168,3.327233,133.65681,11.415478,128.60385,-0.53593284,140.29181,3.20654,137.14967
10,Destiny (나의 지구)_러블리즈.mp3,/workspace/data/댄스/Destiny (나의 지구)_러블리즈.mp3,0,Dance,213.39537414965986,0.3524765,0.08738555,107.666015625,0.20071928336440661,0.005345465807185787,2725.5153582442035,402368.8713478829,2603.279148611864,103216.8353820273,5877.087281482054,1498281.071549331,0.1289075781505005,0.0031201182098645665,-0.0010668087,0.06290795,20.460647222428797,44.864630762067016,9,A,minor,-0.02812109,6916.2427,73.40068,494.4717,-5.84545,250.86497,34.13982,164.88612,-3.7509062,93.95222,15.981668,154.99034,-5.9257207,72.70943,13.747922,92.625336,-6.9459596,71.09817,14.976596,76.23764,-13.944384,91.248344,11.237374,78.360535,-8.907342,64.92106,10.932123,77.355835,-5.155784,74.77537,11.9598675,81.92526,-5.3307867,78.78162,8.457173,92.00734,-4.282757,95.43377,6.9212713,105.03347
11,Power Up_Red Velvet (레드벨벳).mp3,/workspace/data/댄스/Power Up_Red Velvet (레드벨벳).mp3,0,Dance,202.058231292517,0.41773108,0.08793636,161.4990234375,0.14408454494430376,0.005910216612669564,2583.8967164438436,610661.8213960428,2392.476678473096,130915.04619148043,5198.239454875675,2130106.113782437,0.13132846615720525,0.005443328402803289,-2.6654e-05,0.032221116,20.561849139416974,54.097496861186386,10,A#,Major,-44.467957,6174.5576,77.92276,1069.2977,-21.556225,606.02454,21.082338,390.60834,-10.976024,237.9414,5.858702,320.05573,-8.702703,159.42035,8.341799,177.25508,-10.098008,128.75017,12.513776,111.68895,-17.353987,130.97353,14.151697,129.15102,-8.114882,95.31921,5.1123977,117.143456,-7.8892045,87.92015,3.978359,76.635605,-6.8630557,80.96195,5.636312,80.47409,-3.638375,85.075424,2.5763667,83.426674
12,러블리즈-02-Ah-Choo-Lovelyz8-192.mp3,/workspace/data/댄스/러블리즈-02-Ah-Choo-Lovelyz8-192.mp3,0,Dance,218.48816326530613,0.3170163,0.08923389,129.19921875,0.178674849558323,0.008938446067026689,2592.2866725278727,903456.5067233533,2406.7320177392858,434202.96967119194,5459.307725117893,4071333.8828366715,0.12781423311304463,0.003975355027141265,-0.003035953,0.059456434,21.265460914364812,49.61562496797979,0,C,Major,-30.480127,15162.253,80.0821,1450.9341,-6.9867463,452.58368,25.976824,233.0295,-5.0166864,119.32464,10.247114,199.05319,-9.644593,84.62816,9.563486,116.28043,-8.766102,76.52071,9.646743,100.33149,-12.485771,104.29872,9.6543045,109.12772,-8.333347,80.16033,9.0771885,101.0788,-5.146794,90.75457,8.534556,106.91174,-7.9638658,92.80381,4.846762,101.56401,-6.215645,91.334206,2.354961,92.070175
13,YESTERDAY_블락비 (Block B).mp3,/workspace/data/댄스/YESTERDAY_블락비 (Block B).mp3,0,Dance,168.96108843537414,0.4168885,0.08594726,143.5546875,0.193394064460357,0.003945187448317767,2355.802448265989,384719.0881896492,2390.761470448513,106950.34602881018,5130.412145071801,1556328.8442539773,0.10408952489435894,0.0028249482641069666,-3.8915092e-05,0.055552308,20.130953255739595,53.102181448022094,11,B,Major,-7.9920244,6815.078,93.047424,730.70746,-12.615912,496.7833,30.390476,281.7472,-7.977286,166.58812,13.513314,130.50703,-14.96992,144.64818,17.431124,107.40231,-9.092582,119.34908,9.901864,88.33115,-11.179025,64.475586,5.382271,76.78889,-8.829899,69.06792,5.027502,73.86842,-8.3258,48.360664,4.437174,49.78881,-10.570235,54.390003,2.3863683,48.8125,-8.862444,54.54556,2.379547,51.93518
14,Heart Shaker_TWICE (트와이스).mp3,/workspace/data/댄스/Heart Shaker_TWICE (트와이스).mp3,0,Dance,186.95945578231292,0.3327951,0.09064471,161.4990234375,0.21936221907954448,0.005094081389938046,2810.6867722982456,292466.707212837,2552.7297354060074,74379.2046793854,5870.171264102669,1212077.983556703,0.14038552873121585,0.0024483110991054074,-3.277353e-05,0.07679974,20.753850173839155,48.226291225789176,8,G#,Major,20.162455,5188.629,69.590645,523.86224,-20.174131,319.02936,25.033836,241.18939,-4.2503176,128.57344,15.108896,162.81804,-6.368874,76.674644,15.142381,93.82054,-6.117969,77.453606,12.18413,81.55635,-14.651162,67.474655,11.647747,79.22307,-9.278217,93.12471,11.478204,99.76738,-5.305415,87.44266,10.399844,91.28746,-6.072841,95.699394,5.2418866,90.51002,-3.7714956,79.450584,2.1206126,73.61247
15,LATATA_(여자)아이들.mp3,/workspace/data/댄스/LATATA_(여자)아이들.mp3,0,Dance,202.7896598639456,0.43264985,0.088884465,99.38401442307692,0.18456977660513513,0.006438859582680328,2670.505639817484,795519.6202963111,2589.8773997413055,151524.49251158154,5734.724184826361,2790761.2916157176,0.10583347943382185,0.005906818571875669,1.9363326e-05,0.06687613,20.44881917208592,51.391018547972806,9,A,minor,-43.56604,9571.087,73.79312,1101.8257,-5.490221,592.7104,24.500572,454.83237,-0.52962893,254.79419,18.025812,230.18022,-2.554067,157.47784,16.775885,179.03094,-8.844877,133.24101,14.447908,113.77556,-10.840751,122.51567,9.791232,104.05121,-8.188471,79.80154,9.035646,97.939026,-7.438447,82.857285,8.588305,82.42037,-5.92138,86.04898,5.1022434,89.242615,-3.8278217,57.88659,5.4040422,68.640495
17,작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey)_방탄소년단 & Halsey.mp3,/workspace/data/댄스/작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey)_방탄소년단 & Halsey.mp3,0,Dance,229.82639455782314,0.378009,0.08866346,117.45383522727273,0.15186754560450438,0.004213044569826529,2608.303929330103,655024.623326532,2540.6944532990087,257843.4051329288,5644.726441638304,2743168.6954185367,0.11855698633878056,0.0035673452281307846,0.00011550392,0.037566945,20.19411159125046,44.43323090414867,4,E,Major,-35.698692,6764.0244,79.82313,929.9485,-1.2265538,364.29068,29.330357,338.52917,-4.5590143,168.31935,13.240506,180.17682,-7.011389,161.15953,12.665673,154.59953,-10.011162,109.98414,11.879581,99.71598,-8.7784815,81.82471,9.416098,87.500725,-9.292499,81.38557,5.4840274,80.50515,-9.40016,75.5968,3.5332518,84.989746,-9.256835,74.09585,5.691685,77.901505,-6.1023593,73.21337,5.793164,82.11682
18,내 얘길 들어봐 (A-ing) (Feat. 스컬 & 하하)_오마이걸 (OH MY GIRL).mp3,/workspace/data/댄스/내 얘길 들어봐 (A-ing) (Feat. 스컬 & 하하)_오마이걸 (OH MY GIRL).mp3,0,Dance,210.78312925170067,0.34632304,0.093637265,99.38401442307692,0.1806290663512475,0.003758443926859553,2866.5806709490657,314857.2858265655,2622.528242519486,59838.88841645422,6090.241200610335,910035.0150553576,0.13058688845973782,0.0029624858626966103,-8.0220845e-05,0.05259832,20.352437894062117,45.75976256554516,7,G,Major,-4.939654,4979.389,68.26362,394.15933,-9.882098,321.41437,29.314999,275.16467,-9.18285,120.621284,10.163803,181.09459,-13.2357435,103.449715,13.048039,109.96929,-13.778243,100.36908,10.784992,82.92243,-15.348046,91.0412,9.530752,79.34998,-8.082177,94.34472,8.821003,86.22377,-2.6490893,94.885025,8.961161,89.259735,-6.915114,91.84919,8.582204,106.2923,-2.3341036,98.504745,8.407859,85.50852
19,밤 (Time for the moon night)_여자친구 (GFRIEND).mp3,/workspace/data/댄스/밤 (Time for the moon night)_여자친구 (GFRIEND).mp3,0,Dance,226.7178231292517,0.32540807,0.08631138,172.265625,0.19460634696611967,0.004226410003783955,2602.19882730784,358344.576559488,2565.4256905597954,88897.26517643203,5688.219229679818,1556342.210794261,0.12233805705269357,0.002424733216406079,7.328161e-05,0.06046958,21.274227503334107,49.75399916365441,10,A#,minor,0.6699891,5502.117,85.126854,481.0447,-6.4489074,214.65915,27.964413,170.79195,-7.8859396,107.513954,15.615276,135.06392,-6.72044,61.18262,12.625272,106.55708,-9.063457,81.80468,14.176588,70.72012,-18.181395,80.824356,10.468007,65.90343,-10.454001,65.98258,10.306726,68.671814,-7.3884487,77.86232,10.002583,91.737785,-5.4316826,84.31286,6.2719874,79.218475,-3.8469594,87.55567,5.78303,79.4895
21,Kissing You_소녀시대 (GIRLS' GENERATION).mp3,/workspace/data/댄스/Kissing You_소녀시대 (GIRLS' GENERATION).mp3,0,Dance,198.61006802721087,0.35191834,0.08438089,117.45383522727273,0.12480736494099168,0.001963263935970009,2269.603670363775,291480.9567837441,2421.2023099826506,110704.58789717838,4950.863262869528,1498039.8462814174,0.10232346298149989,0.001615187966099095,2.976599e-05,0.023242427,20.65588135801102,41.19847314838479,3,D#,Major,-49.9211,6656.6846,97.31556,470.62646,-6.528923,254.7778,30.904493,200.70491,-4.7370615,108.61303,11.881341,162.48033,-5.1845984,75.1291,9.585865,100.197174,-9.341644,75.49564,8.755658,64.95709,-15.370231,70.66227,9.19465,59.904102,-6.600607,55.235172,9.190063,51.94944,-7.8354826,50.335022,10.724939,60.3641,-2.2963412,58.926785,8.113956,65.809296,-2.1215503,71.992424,7.2678843,79.76546
23,BLACKPINK-01-How You Like That-How You Like That-192.mp3,/workspace/data/댄스/BLACKPINK-01-How You Like That-How You Like That-192.mp3,0,Dance,181.2517006802721,0.46276748,0.08706917,129.19921875,0.15992323899185035,0.008135087948971755,2304.494312320234,594475.3809286482,2280.1122830050804,179932.82321238512,4786.117143213153,2121749.9056552784,0.10036281436154881,0.004797986096712708,-1.3034249e-05,0.05788272,20.657873229104197,61.846383735099785,3,D#,minor,-63.726044,9930.417,88.70077,1216.7914,-15.172259,737.0183,33.1986,408.29782,-9.428318,210.52803,14.433917,258.44632,-6.359971,144.9167,11.062412,175.3702,-4.8566785,124.85742,13.027897,146.64832,-11.160519,138.76553,11.859914,89.03277,-8.24003,107.51456,8.799243,76.036705,-6.9194303,72.68125,3.8171673,85.9118,-2.7491264,87.49443,2.7446487,95.25345,-3.6807294,78.78729,4.443409,81.394714
24,Dance The Night Away_TWICE (트와이스).mp3,/workspace/data/댄스/Dance The Night Away_TWICE (트와이스).mp3,0,Dance,180.82068027210883,0.3419819,0.0948749,117.45383522727273,0.17367979622217858,0.008150081428230913,2707.4116683130123,610655.0605127007,2360.4341567510464,196527.0432389848,5367.531055515095,2152920.0091676856,0.12881653114166025,0.0048653655151990995,-5.5317064e-06,0.052267574,21.810653191203603,58.078585456454384,0,C,Major,-40.175785,6608.941,62.565834,1202.339,-34.35419,930.6296,12.771131,578.01337,-21.825516,353.11237,5.517777,478.3171,-14.325316,246.32347,4.5014496,305.0986,-9.712768,175.35394,6.407156,172.48183,-17.763777,133.1969,6.3620896,136.0728,-12.199846,125.24009,6.6105027,123.86837,-10.371208,127.29379,7.938315,148.25623,-5.985692,149.59218,7.5020757,129.22319,0.62091804,148.0119,8.662414,159.48141
25,Senorita_(여자)아이들.mp3,/workspace/data/댄스/Senorita_(여자)아이들.mp3,0,Dance,197.6174149659864,0.44058117,0.085562125,117.45383522727273,0.1959913618990622,0.0065905660679668075,2254.7948948774956,651329.128158385,2429.564033977746,204709.65273796584,4993.236332255684,3173305.747208248,0.09497922266038068,0.003747453566289196,-1.1882504e-05,0.06068643,20.02870442241624,52.51287125481738,11,B,Major,-37.066948,9847.743,91.21132,963.5482,-7.0930305,654.7801,28.892365,368.7391,6.910184,252.91426,25.660124,226.22157,-0.33175075,128.44408,19.418716,125.57291,-6.62234,110.200195,16.535156,96.1035,-8.453917,100.190895,11.666778,68.24878,-7.512099,72.301704,9.185368,66.67585,-5.389648,65.06357,8.755122,70.40366,-5.994104,57.72408,6.51089,52.263275,-5.525701,60.61641,5.130857,67.6734
26,같은 곳에서_소녀온탑.mp3,/workspace/data/댄스/같은 곳에서_소녀온탑.mp3,0,Dance,185.7578231292517,0.34441823,0.08507764,99.38401442307692,0.20687000435390887,0.005003611476484506,2490.892245571496,518238.7124996984,2548.2645781070296,161105.124735434,5582.266232299805,2348248.3888713457,0.10563818359375,0.0032988484718799596,-7.809664e-05,0.08211274,21.20827406672648,49.25099030193904,10,A#,minor,-12.220408,9117.267,87.56712,880.9805,-4.2516356,276.8818,25.287184,190.75694,-4.2478137,115.12736,10.211379,142.52158,-8.042029,83.148575,15.359975,73.03092,-11.149107,72.50962,14.8315935,67.808235,-13.492616,82.0309,12.457232,81.357315,-5.108732,68.37012,13.393467,92.25132,-1.1891248,87.543,12.572648,84.95811,0.26352143,82.496475,9.624185,79.969826,-4.329884,64.38915,1.8074613,91.22698
27,뚜두뚜두 (DDU-DU DDU-DU)_BLACKPINK.mp3,/workspace/data/댄스/뚜두뚜두 (DDU-DU DDU-DU)_BLACKPINK.mp3,0,Dance,209.37251700680272,0.38250327,0.09279273,135.99917763157896,0.1552227125913551,0.004904756087537448,3076.000815687517,576642.316968754,2496.691293215862,159995.5576172604,6031.675390061828,1916203.7265593014,0.1584755596200233,0.006552298977596918,0.00010915776,0.049233563,20.89724388395889,59.144853743429216,7,G,Major,-35.998245,7232.0703,50.951225,1058.8042,-29.126625,862.1261,22.74686,492.67694,-15.381692,445.41974,11.008096,353.1622,-10.495096,216.77545,12.916692,258.52576,-7.4421144,186.924,18.642761,218.87418,-14.260709,266.98706,9.958724,144.73634,-11.708624,106.79998,7.8890557,112.646126,-7.7723875,93.47827,6.369236,93.50919,-2.5447333,88.73626,5.8703575,113.50064,-3.2408817,115.65883,7.281607,97.29232
28,얼굴 찌푸리지 말아요_하이라이트 (Highlight).mp3,/workspace/data/댄스/얼굴 찌푸리지 말아요_하이라이트 (Highlight).mp3,0,Dance,196.59863945578232,0.36686248,0.08798062,151.99908088235293,0.17761253638671148,0.005756156038803039,2787.3278614123014,612407.8193329955,2530.4026712723494,146427.04875838637,5862.879319042865,2032167.00934705,0.13626714607077478,0.004632169280034804,-0.0035493397,0.04458948,20.11169947920589,51.47567739141005,4,E,minor,-4.4287624,8276.133,75.99102,796.04193,-11.840724,406.4977,24.908243,216.6438,-11.2485285,171.65852,15.54172,141.08359,-15.870514,111.795044,12.635019,85.45297,-14.807461,95.638535,12.144315,133.13011,-11.287964,81.44306,8.982041,88.92297,-8.018809,64.54444,6.9744077,72.66896,-10.391948,52.41285,3.2836223,53.640984,-9.932496,49.632683,3.7500024,49.124638,-8.254183,53.18067,2.1248305,53.75161
29,뿜뿜_MOMOLAND (모모랜드).mp3,/workspace/data/댄스/뿜뿜_MOMOLAND (모모랜드).mp3,0,Dance,208.8761904761905,0.4328077,0.090975,123.046875,0.16393780079721315,0.006646035351528718,3007.218188651866,560664.2369275424,2777.661878834753,96524.76274508757,6453.946912060742,1609310.0000354426,0.12686660651261672,0.0045808362229170325,-4.7188973e-05,0.049826995,20.089557830274057,46.71390190016113,10,A#,minor,-33.769405,7126.893,64.34292,682.6565,7.6699724,305.8875,31.363953,219.26912,-4.5826154,114.29899,21.28685,127.773735,-3.125495,87.291,14.857463,87.36419,-6.9788866,67.779526,14.875184,75.31858,-11.503882,67.11306,13.085873,68.346085,-8.823287,58.499382,8.733513,60.2784,-5.9686046,49.276806,8.115794,67.24761,-3.4852436,66.65723,9.316082,77.33234,-2.7684076,83.46347,6.9267745,81.41675
30,피 땀 눈물_방탄소년단.mp3,/workspace/data/댄스/피 땀 눈물_방탄소년단.mp3,0,Dance,217.1308843537415,0.41820064,0.086492985,123.046875,0.16915253096567195,0.005790352047117731,3057.5612907035984,561067.198770625,2581.7564167970795,109671.36763304054,6227.601742316149,1463801.3387002707,0.16375763748730218,0.005918143481121973,-7.241398e-06,0.050279073,20.326025853373284,52.35217698185336,7,G,minor,-9.253299,8574.541,58.805676,630.16187,-16.909742,412.9705,25.09386,333.1388,-6.6452556,154.2574,18.754644,141.8786,-14.70519,157.63022,15.33348,98.067055,-11.538719,84.52809,13.2295265,114.73877,-9.222168,128.7912,8.9043455,109.13599,-8.186441,87.56979,8.313129,88.49976,-6.810927,79.705864,5.213686,63.91737,-7.529144,62.20078,8.365551,65.85591,-4.151836,88.37453,6.48244,74.87219
31,비올레타_IZ_ONE (아이즈원).mp3,/workspace/data/댄스/비올레타_IZ_ONE (아이즈원).mp3,0,Dance,200.96108843537414,0.41361633,0.088607125,117.45383522727273,0.19085150274921425,0.004424455381563599,2821.392749303299,527483.0059827288,2623.9193263334523,115193.61461969849,6069.197365481477,1781351.8010503862,0.12212035357091276,0.005010349556219132,-6.575817e-05,0.06543357,20.113265141113626,50.846694465767335,11,B,minor,-12.597795,8886.539,68.99006,747.60895,-16.73713,376.1153,22.318228,257.8105,-0.60963124,143.56696,16.168585,178.92567,-6.1309495,116.83532,16.954428,106.63337,-5.453817,90.40615,13.6695175,83.01972,-12.859809,84.76253,9.577828,78.22589,-7.8281484,77.64918,11.987912,79.44377,-5.5617533,77.4298,11.310552,77.85066,-4.639571,80.19914,9.098675,76.27103,-3.7969964,76.44919,6.526825,68.38888
32,Roller Coaster_청하.mp3,/workspace/data/댄스/Roller Coaster_청하.mp3,0,Dance,212.55945578231294,0.29362068,0.09103631,129.19921875,0.22496225722384708,0.007371013727201514,2592.6022002440104,447496.1636466189,2539.3525967944825,121990.594078063,5642.912886998225,1727631.609904308,0.10847459977471327,0.002682184671980028,0.00010034494,0.088070236,21.286518131438807,54.71350289246155,9,A,Major,-8.245143,8199.618,77.851395,636.1172,-6.8864346,482.69873,23.08009,307.24136,-15.478917,227.74637,13.438855,235.21942,-15.222923,157.47887,8.29631,146.92033,-10.900508,102.159065,13.382663,110.22206,-15.848051,134.36847,8.726832,100.68926,-8.91428,118.92919,12.775649,197.04245,-3.75569,123.09466,9.966574,166.75473,-2.8645055,136.2844,7.521578,122.90213,-3.0165157,94.74176,5.57408,95.5107
33,러시안 룰렛 (Russian Roulette)_Red Velvet (레드벨벳).mp3,/workspace/data/댄스/러시안 룰렛 (Russian Roulette)_Red Velvet (레드벨벳).mp3,0,Dance,211.30557823129251,0.41636878,0.08971075,129.19921875,0.19081277382908587,0.006165949066492071,2915.3457577240993,466344.65788859106,2586.007485738332,79637.19005547375,5991.375392406226,1414770.4473058968,0.13666729832229974,0.004935096715868509,2.1120406e-05,0.060089976,20.2679116623692,52.913063224066995,7,G,minor,-4.1035557,6284.3423,64.18286,664.9824,-18.981144,319.67694,20.795664,327.8756,-12.543813,179.53923,15.228711,338.7601,-9.168237,110.1,11.968034,168.62933,-8.007938,130.98509,13.261785,119.07825,-13.501612,117.31852,12.173524,82.06671,-8.708752,85.1592,8.809173,69.833916,-7.595007,73.1822,8.906561,70.256454,-4.3844995,79.462814,10.092411,80.520096,-1.8573363,88.51324,4.7396855,85.23103
34,여자친구(GFRIEND) - 02 - 시간을 달려서 (Rough)-201601.mp3,/workspace/data/댄스/여자친구(GFRIEND) - 02 - 시간을 달려서 (Rough)-201601.mp3,0,Dance,209.1112925170068,0.34012088,0.08652608,112.34714673913044,0.18292238600457283,0.004051190583938172,2539.0848561168837,363844.33038444456,2472.390478917441,138435.53544947552,5423.517134410393,1941481.9694705454,0.11827802732206306,0.0018405128418351809,-0.0028044556,0.049480073,20.939292979154622,49.030016176226255,8,G#,Major,-3.7153764,5193.2007,85.40896,578.35864,-14.229584,356.31824,29.022041,191.49178,-6.584684,126.15092,14.204275,121.495445,-10.398759,83.6949,11.797657,91.672585,-11.225455,81.38279,10.954746,94.805595,-18.151596,87.41655,8.770317,81.880844,-9.925754,85.507614,7.720504,93.46652,-7.525346,75.45492,10.291527,71.44546,-7.024375,79.70098,5.747244,85.716866,-3.7366092,80.70629,3.2978172,86.13883
